Id,Category
2997,2
2998,5
2999,8
3000,2
3001,9
3002,1
3003,2
3004,5
3005,4
3006,10
3007,2
3008,4
3009,2
3010,6
3011,3
3012,6
3013,9
3014,0
3015,3
3016,2
3017,0
3018,5
3019,5
3020,6
3021,0
3022,5
3023,4
3024,0
3025,4
3026,7
3027,2
3028,10
3029,0
3030,0
3031,6
3032,9
3033,2
3034,2
3035,5
3036,2
3037,0
3038,10
3039,4
3040,8
3041,9
3042,10
3043,2
3044,2
3045,3
3046,4
3047,9
3048,5
3049,0
3050,2
3051,0
3052,8
3053,10
3054,0
3055,1
3056,2
3057,9
3058,0
3059,10
3060,8
3061,0
3062,10
3063,9
3064,4
3065,9
3066,10
3067,2
3068,10
3069,5
3070,0
3071,2
3072,0
3073,2
3074,2
3075,9
3076,3
3077,3
3078,0
3079,5
3080,2
3081,10
3082,9
3083,2
3084,9
3085,2
3086,5
3087,2
3088,6
3089,5
3090,9
3091,4
3092,9
3093,5
3094,0
3095,0
3096,9
3097,5
3098,0
3099,8
3100,2
3101,9
3102,5
3103,2
3104,2
3105,2
3106,2
3107,9
3108,2
3109,5
3110,9
3111,2
3112,5
3113,2
3114,9
3115,9
3116,2
3117,2
3118,6
3119,5
3120,5
3121,9
3122,5
3123,2
3124,8
3125,3
3126,2
3127,5
3128,1
3129,5
3130,7
3131,5
3132,4
3133,0
3134,5
3135,4
3136,4
3137,5
3138,2
3139,5
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,4
3147,10
3148,2
3149,4
3150,5
3151,2
3152,0
3153,0
3154,2
3155,9
3156,0
3157,4
3158,4
3159,9
3160,8
3161,1
3162,8
3163,5
3164,9
3165,0
3166,9
3167,9
3168,2
3169,4
3170,2
3171,9
3172,0
3173,0
3174,1
3175,0
3176,10
3177,4
3178,6
3179,3
3180,0
3181,2
3182,9
3183,8
3184,2
3185,2
3186,9
3187,2
3188,5
3189,0
3190,0
3191,3
3192,0
3193,4
3194,2
3195,5
3196,10
3197,8
3198,2
3199,1
3200,3
3201,3
3202,10
3203,9
3204,6
3205,10
3206,5
3207,6
3208,2
3209,5
3210,4
3211,2
3212,9
3213,2
3214,8
3215,9
3216,2
3217,2
3218,8
3219,9
3220,9
3221,9
3222,0
3223,2
3224,1
3225,0
3226,9
3227,9
3228,2
3229,6
3230,3
3231,2
3232,8
3233,5
3234,6
3235,2
3236,0
3237,7
3238,2
3239,5
3240,9
3241,10
3242,6
3243,8
3244,3
3245,6
3246,10
3247,3
3248,9
3249,0
3250,10
3251,5
3252,0
3253,8
3254,8
3255,9
3256,0
3257,3
3258,5
3259,5
3260,9
3261,5
3262,3
3263,6
3264,2
3265,8
3266,9
3267,8
3268,2
3269,3
3270,5
3271,4
3272,9
3273,8
3274,4
3275,8
3276,5
3277,0
3278,0
3279,9
3280,6
3281,10
3282,9
3283,2
3284,2
3285,3
3286,7
3287,0
3288,5
3289,2
3290,7
3291,9
3292,10
3293,2
3294,10
3295,6
3296,8
3297,8
3298,9
3299,6
3300,4
3301,9
3302,9
3303,0
3304,10
3305,2
3306,3
3307,2
3308,2
3309,2
3310,1
3311,9
3312,9
3313,2
3314,8
3315,2
3316,4
3317,9
3318,6
3319,1
3320,1
3321,4
3322,2
3323,5
3324,8
3325,2
3326,8
3327,5
3328,10
3329,4
3330,10
3331,9
3332,3
3333,2
3334,4
3335,5
3336,9
3337,10
3338,2
3339,5
3340,0
3341,5
3342,2
3343,2
3344,0
3345,0
3346,5
